month,customer_id,first_name,last_name,Total Transfer In,Total Transfer out,Account Monthly Balance
1,45081171963676752,Salvatore,Sorensen,6447.709999999999,2718.67,3729.039999999999
1,45812528975555216,Dana,Alvarado,14700.62,14582.699999999999,117.92000000000189
1,45981931137723016,Trudy,Boore,5995.230000000001,5725.43,269.8000000000011
1,46082092175593688,Rosa,Abrams,7137.659999999999,20049.21,-12911.55
1,47407981860344928,Kris,Albert,3885.7099999999996,1220.79,2664.9199999999996
1,47593553843198704,Marc,Wong,537.49,617.73,-80.24000000000001
1,48015235633809728,Jose,Bixler,11488.349999999999,6776.33,4712.019999999999
1,48599873742623448,Casey,Greer,5165.97,3461.43,1704.5400000000004
1,49068183471866216,Jamel,Eubanks,3651.95,3683.63,-31.68000000000029
1,49175865674771128,Stephen,Merchant,8747.92,15058.92,-6311
1,49701906420730416,Elena,Esperon,124.04,3274.4199999999996,-3150.3799999999997
1,50003179411099872,Addie,Parson,1825.3400000000001,5263.0599999999995,-3437.7199999999993
1,50786185267561072,Beth,Davis,4316.3099999999995,5024.01,-707.7000000000007
1,50999606079172288,Joy,Doney,5788.66,4052.0600000000004,1736.5999999999995
1,51186567931521456,Richard,Carner,7775.139999999999,5594.2699999999995,2180.87
1,51790999702385688,Julius,Streeter,786.08,2621.3,-1835.2200000000003
1,53264890928048000,Scott,Booth,4543.4800000000005,624.29,3919.1900000000005
1,54012186478486336,Graciela,Huguley,3581.7899999999995,7111.589999999999,-3529.7999999999997
1,54548454553847864,Tom,Peck,10305.080000000002,7089.08,3216.000000000002
1,54907796292422768,Bradley,Post,6985.42,5371.610000000001,1613.8099999999995
1,54980244252420840,Cassi,Pele,7305.03,4729.53,2575.5
1,56556610085918656,Linda,Hess,7518.880000000001,8505.2,-986.3199999999997
1,56583681981500160,Hugh,Yorke,8655.609999999999,7430.98,1224.6299999999992
1,56974061012704920,John,Brown,6863.7,3259.92,3603.7799999999997
1,57849793353196016,Renita,Jefferson,2675.3900000000003,3307.71,-632.3199999999997
1,58797367571637848,Danielle,Bowen,10864.570000000002,11004.99,-140.41999999999825
1,59596231842320376,Fern,Kuns,3163.1499999999996,2437.31,725.8399999999997
1,61251112984402640,Brian,Stewart,7481.76,14877.69,-7395.93
1,61981408648181832,Alexander,Brown,1854.95,1347.98,506.97
1,62515601398791208,Alysha,Davis,3109.31,8958.37,-5849.060000000001
1,63177209071849032,John,Ward,3268.74,5729.870000000001,-2461.130000000001
1,63394560120352672,Missy,Wrye,13375.810000000001,9698.12,3677.6900000000005
1,63917192435568240,Diana,Garnica,3003.5699999999997,9043.14,-6039.57
1,64035138361269784,Mary,Martin,7557.97,7893.250000000001,-335.28000000000065
1,64110244564893440,Catarina,Conley,2159.06,1215.29,943.77
1,65787896410899632,Gino,Alley,6646.87,7666.139999999999,-1019.2699999999995
1,66079148717196208,Kelley,Keesee,3806.3100000000004,9348.670000000002,-5542.3600000000015
1,68911398615062280,George,Martin,4143.37,7652.66,-3509.29
1,72264111856733232,Margot,Grein,6276.67,12911.85,-6635.18
1,72723453149981184,Lloyd,Faulkner,5870.86,3699.2299999999996,2171.63
1,73783340393656048,Heather,Harr,2767.5600000000004,14170.43,-11402.869999999999
1,74843205149617632,Peter,Millard,4303.05,4412.79,-109.73999999999978
1,74846131273191552,Mary,Barnard,2241.74,3105.1899999999996,-863.4499999999998
1,78187877269024608,George,Rudisill,3401.12,6308.65,-2907.5299999999997
1,79078490805065440,Wendy,Weidner,10898.51,7438.66,3459.8500000000004
1,81274772854378256,Steven,Sica,3245.3900000000003,2281.25,964.1400000000003
1,81979903288358688,Joseph,Morris,2327.27,4573.93,-2246.6600000000003
1,85805849919593824,David,Granger,13453.789999999999,5428.3099999999995,8025.48
1,86957386129587776,Ashley,Anderson,4844.779999999999,8101.860000000001,-3257.0800000000017
1,87599945916367104,Michael,Jines,4533.17,7001.98,-2468.8099999999995
1,88094014809554864,Ruben,Collini,2352.73,10534.880000000001,-8182.1500000000015
1,88410070295360864,Gary,Ramirez,10689.84,14114.869999999999,-3425.029999999999
1,89546980613202048,Scott,Ward,3528.73,5380.280000000001,-1851.5500000000006
1,89629294210651920,Judy,Mullen,11945.159999999998,6976.51,4968.649999999998
1,89760069560579824,Lori,Dick,2184.54,1502.8,681.74
1,90798961867990080,Ralph,Welch,3336.63,4207.88,-871.25
1,91762556790216080,Bobbie,Carroll,6100.23,1061.71,5038.5199999999995
1,91803040837994688,Elizabeth,Morris,8708.07,2208.56,6499.51
1,96059629094751232,Carl,Garcia,4744.08,4897.969999999999,-153.88999999999942
1,97006826290212192,Jeremy,Mullins,1683.72,0,1683.72
1,97761785040034272,Kathryn,Deibel,3436.08,6520.219999999999,-3084.1399999999994
1,98624987438281824,Gloria,Park,2912.5,6039.17,-3126.67
1,99783032372378688,Jose,Gusler,3830.06,4443.4,-613.3399999999997
1,101451774915328144,Carol,Starch,9791.689999999999,5294.36,4497.329999999999
1,102419713117964080,Kenneth,Concepcion,1070.85,2787.5899999999997,-1716.7399999999998
1,102808621603145760,Clifton,Yeates,1918.1599999999999,6357.860000000001,-4439.700000000001
1,103994179356710320,Shannon,Cannaday,1252.63,491.51,761.1200000000001
1,105688810661091536,Robert,Moore,3172.2200000000003,6264.6,-3092.38
1,105724605143482608,Shannon,Tarnowski,13885.119999999999,5210.41,8674.71
1,105882394926341520,Sarah,Simmons,5819.830000000001,20511.120000000003,-14691.29
1,106405654545657344,Kimberly,Dickerman,4350.9,20.97,4329.929999999999
1,106407296990873616,Jessie,Bent,11436.13,5055.87,6380.259999999999
1,106726966607384128,Dominic,Cosenza,2069.5,0,2069.5
1,108408198975183632,Ricardo,Wright,6160.139999999999,15093.669999999998,-8933.529999999999
1,109936938245180432,Hope,Delagarza,624.99,830.37,-205.38
1,114290105694628080,David,Loggins,3987.73,440.39,3547.34
1,117251725748245248,Kimberly,Mccoy,2664.08,2582.25,81.82999999999993
1,117319882520012128,Wilfred,Ozga,8400.87,9560.32,-1159.449999999999
1,119702605028735728,Carolyn,Avellaneda,391.5,0,391.5
1,120446813968848928,Daniel,Mcguire,6548.77,15612.68,-9063.91
1,120596939799610944,John,Munson,5321.4,6461.750000000001,-1140.3500000000013
1,120647670465796128,Dennis,Bish,8752.78,1244.73,7508.050000000001
1,122523883966327680,Kevin,Yoon,1271.9099999999999,9326.56,-8054.65
1,122774682214317712,Heidi,Legge,14530.100000000004,7166.02,7364.080000000004
1,122874685406830512,Amy,Parker,3254.5600000000004,4366.43,-1111.87
1,125869692511462544,Morgan,Cote,7200.42,8891.09,-1690.67
1,126524325071162736,John,Easley,3470.8799999999997,3951.55,-480.6700000000005
1,127463775221416448,Melissa,Harrison,1322.98,6537.889999999999,-5214.91
1,128375856053740912,Kellie,Demik,4702.41,204.47,4497.94
1,131430730442794848,David,Cantu,10751.93,4701.22,6050.71
1,132873169795715696,James,Peterson,6453.6900000000005,3645.9700000000003,2807.7200000000003
1,133231605042481040,Randall,Stuemke,1629.21,0,1629.21
1,135451837713097040,Terry,Morrison,11913.02,8447.890000000001,3465.129999999999
1,136469419539757568,Doris,Roberts,7077.85,5740.0599999999995,1337.7900000000009
1,137289282359180736,Marie,Herman,5653.880000000001,10488.27,-4834.389999999999
1,137460405192552368,Jennifer,Bennett,4825.12,4320.75,504.3699999999999
1,138155616035242736,Wayne,George,496.7,1260.15,-763.45
1,138197862505637824,Bruce,Clark,506.39,0,506.39
1,138424178453218640,William,Stroup,9608.07,14988.859999999999,-5380.789999999999
1,138475512879758064,Megan,Sheets,3400.67,8017.41,-4616.74
1,138780556216317056,Beverly,Roberts,8911.539999999999,8937.34,-25.80000000000109
1,139034458465973840,Russell,Giacchino,9294.2,10039.050000000001,-744.8500000000004
1,139157161163147952,Refugio,Lopez,11910.46,9208.23,2702.2299999999996
1,140196159236926576,Marilyn,Neal,1157.23,0,1157.23
1,140809851016009120,Apryl,Williams,1606.62,5741.07,-4134.45
1,141026993785549328,Suzanne,Sweeden,0,1760.42,-1760.42
1,141279273286788784,Irene,Adams,2279.2,2101.48,177.7199999999998
1,141805200966969232,Angela,Everett,6810.4400000000005,6890.250000000001,-79.8100000000004
1,143945245634308016,Norma,Smith,7487.65,5579.07,1908.58
1,144824255566546976,Deborah,Green,3366.31,3916.75,-550.44
1,145314086074166624,Kristen,Serna,9861.989999999998,8728.61,1133.3799999999974
1,145894634911303872,Dustin,Schaeffer,5339.33,13452.27,-8112.9400000000005
1,147977439926381408,Mitchell,Harris,1337.22,0,1337.22
1,148713521325920512,Stephen,Johnson,6291.129999999999,3659.33,2631.7999999999993
1,148914695799868384,Harold,Taylor,5271.58,7082.43,-1810.8500000000004
1,150420512447608256,Bret,Rowe,3143,5961.02,-2818.0200000000004
1,151663128310505760,Christopher,Reid,1699.1599999999999,1567.6,131.55999999999995
1,152547978089759072,Louise,Najera,12069.39,3540.42,8528.97
1,153035547966083264,Crystal,Loske,4163.66,4400.98,-237.3199999999997
1,154014343815288096,David,Sheeler,0,7122.380000000001,-7122.380000000001
1,154160700258068608,Mark,Schenck,8009.93,2070.31,5939.620000000001
1,154224687508926112,Dorothy,Sawyer,4234.9,6327.66,-2092.76
1,155679434268930944,Richard,Riley,3933.9000000000005,2734.99,1198.9100000000008
1,156119070361352608,Raymond,Robinson,0,2207.73,-2207.73
1,157974951118013056,Ella,Hanson,5868.42,6849.21,-980.79
1,158248874692963072,Arthur,Pope,10652.82,7910.85,2741.9699999999993
1,158315653943542624,John,Jeffery,2391.6,7795.61,-5404.01
1,158347543135152992,James,Drye,4047.0299999999997,5243.16,-1196.13
1,160606812060196992,Helga,Bowers,4460.79,9757.81,-5297.0199999999995
1,161714117281970720,Johnny,Solomon,901.35,777.0400000000001,124.30999999999995
1,163966948069117440,Arthur,Skrebes,1073.67,0,1073.67
1,164283241446572160,Susannah,Sulik,6130.93,6723.509999999999,-592.579999999999
1,164583791757130048,Donald,Musselwhite,5604.5,5221.02,383.47999999999956
1,165933768103050208,Helen,Krivanek,2075.54,543.27,1532.27
1,169330909337558592,Norma,Mireles,5072.86,0,5072.86
1,169462244103982304,Rachel,Calloway,3835.27,11112.26,-7276.99
1,173354037337692192,Vera,Congdon,2043.8899999999999,6925.6,-4881.710000000001
1,174186745393849408,Joyce,Ramirez,6171.57,13290.779999999999,-7119.209999999999
1,174637112159107936,Carey,Burch,8791.45,13917.660000000002,-5126.210000000001
1,175813832117891488,Charline,Sevigny,7616.92,11146.900000000001,-3529.9800000000014
1,176076531388936640,Barbara,Phillips,1284.1,0,1284.1
1,176419986060453632,Karen,Martinez,8892.84,5515.58,3377.26
1,177030169854295520,Elise,Reed,3450.89,2827.17,623.7199999999998
1,177692159550439744,Ethel,Huey,3886.47,6859.650000000001,-2973.1800000000007
1,178635761819357344,Charlotte,Smith,2105.38,1420.11,685.2700000000002
1,179644578598820512,Donald,Hughes,8413.449999999999,5632.099999999999,2781.3499999999995
1,180714789828757184,Flora,Machado,3340.63,0,3340.63
1,181346805992296480,Jill,Nixon,2380.55,3536.3,-1155.75
1,181857030271885280,Timothy,Manley,10539.04,5357.51,5181.530000000001
1,182526381936041376,Blanca,Lopez,3986.3100000000004,19494.880000000005,-15508.570000000003
1,182898351086697344,Bernard,Hoang,8214.39,7552.6799999999985,661.710000000001
1,183097894735514720,Becky,Braunstein,4756.71,5071.0599999999995,-314.34999999999945
1,183567110600079168,Danielle,Marrero,12426.97,7285.19,5141.78
1,183726351885877152,Sylvia,Obrien,1269.09,0,1269.09
1,183924244446251136,Robert,Henshaw,1270.02,3094.06,-1824.04
1,183983835900925184,Lori,Wilder,314.2,7032.999999999999,-6718.799999999999
1,184557842857525152,Steven,Valdez,9318.91,6868.6,2450.3099999999995
1,185193239724550016,Jesus,Ingram,1299.16,3574.6600000000008,-2275.500000000001
1,185226816625021568,Bobby,Panzarella,2282.9900000000002,629.62,1653.3700000000003
1,186529960317078272,Maria,Medovich,8737.130000000001,10052.35,-1315.2199999999993
1,189290475129015584,Kim,Davis,8856.61,0,8856.61
1,191762728424977440,Laura,Morrison,7688.49,10195.23,-2506.74
1,192195352018288480,Patricia,Nelson,5108.61,806.1,4302.509999999999
1,193156621293405792,Joseph,Leonard,2568.96,2954.4399999999996,-385.47999999999956
1,193391409425384096,Frank,Collier,4975.7300000000005,3688.6400000000003,1287.0900000000001
1,194667355468489184,Melvin,Smith,6408.42,4976.3099999999995,1432.1100000000006
1,194720436741434304,Mary,Beltz,0,102.8,-102.8
1,195057310264183104,Byron,Johnson,7004.400000000001,10941.88,-3937.4799999999987
1,195499350444285280,Thelma,Ernst,290.32,1120.07,-829.75
1,197400475959904320,Ben,Schreiber,2896.83,7332.450000000001,-4435.620000000001
1,198854395989894144,Sylvia,Paquette,3764.2599999999998,7128.55,-3364.2900000000004
1,198938010568597280,Dorothy,Glenn,2751.0099999999998,2003.17,747.8399999999997
1,199504981230158208,Melanie,Ingram,13539.070000000002,7289.2300000000005,6249.840000000001
1,199517320001456032,Javier,Summy,6443.5199999999995,7739.93,-1296.4100000000008
1,199673945180242880,Jeremy,Laudat,9599.71,11993.470000000001,-2393.760000000002
1,200209340346097600,Donn,Mckee,53.65,2363.7999999999997,-2310.1499999999996
1,200314677206811712,Paul,Kim,1518.05,1409.65,108.39999999999986
1,202190191370365504,Clyde,Privateer,6320.42,11761.759999999998,-5441.339999999998
1,202425519749253760,John,Osborne,6263.8,603.99,5659.81
1,203874164000370688,Leticia,Remy,4292.58,4575.860000000001,-283.28000000000065
1,203943038643629248,Patsy,Jacobs,0,673.82,-673.82
1,205536786670484704,Ivan,Graybill,8355.369999999999,4853.91,3501.459999999999
1,205607209164818144,Kimberly,Simmon,18487.26,9650.1,8837.159999999998
1,208053795777582176,Marjorie,Shaw,9183.38,6914.01,2269.369999999999
1,208142183990338176,Grover,Overstreet,5383.12,6946.9800000000005,-1563.8600000000006
1,210666327198851520,David,Roush,0,272.98,-272.98
1,212169353333268800,Lorie,Barrett,8696.440000000002,5474.45,3221.9900000000025
1,212915282548746400,Susan,Oneil,6885.71,8141.13,-1255.42
1,213403101839559104,Gene,Steffen,929.95,1334.08,-404.1299999999999
1,213421725314053408,Jose,Smither,1886.44,620.4399999999999,1266
1,214807238233563008,Johnny,Babb,12315.759999999998,4313.75,8002.009999999998
1,215029070111299776,Michael,Morgan,11270.62,8515.74,2754.880000000001
1,216069412610375168,Anne,Burns,10573.85,5403.4,5170.450000000001
1,218083284024392032,Erin,Remis,5965.07,10048.289999999999,-4083.2199999999993
1,218511048633475296,Ashley,Selby,4002.4,2600.1499999999996,1402.2500000000005
1,218512995559727616,Jason,Phillips,1933.1999999999998,8821.41,-6888.21
1,219984146463838208,Bruce,Benjamin,12213.219999999998,6012.919999999999,6200.299999999998
1,220195040175783008,Sandra,Reik,6118.34,10194.110000000002,-4075.7700000000023
1,220462573188321984,Patricia,Laffoon,3522.1800000000003,2586.89,935.2900000000004
1,220480051287603840,Sheldon,Duncan,4715.94,2168.5099999999998,2547.43
1,221159375963934976,Christine,Matteo,4727.05,6223.5199999999995,-1496.4699999999993
1,222653390971582688,Warren,Warrick,7641.199999999999,9989.62,-2348.420000000002
1,223220364452964320,Kimberley,Smith,5609.360000000001,5179.91,429.4500000000007
1,224216016475873760,Harry,Breckenridge,3312.7799999999997,321.43,2991.35
1,225089989852629120,Melissa,Kasten,4441.21,4771.46,-330.25
1,228160315999347616,Tina,Smock,2737.34,0,2737.34
1,229412349997827744,Tony,Schwantes,4710,6247.060000000001,-1537.0600000000013
1,229811419641108448,Georgia,Danielson,1402.39,0,1402.39
1,230324255685827072,John,Graham,1635.84,7611.530000000001,-5975.6900000000005
1,230738836924393120,Juan,Johnson,4100.780000000001,5276.74,-1175.9599999999991
1,231512112511952800,Dan,Buehler,5340.22,4935.29,404.9300000000003
1,231709757356826368,Cole,Morris,4869.07,1466.7,3402.37
1,231901506991612800,Ruth,Block,4557.57,3455.83,1101.7399999999998
1,234494556845659008,Dylan,Hunter,4527.76,10983.900000000001,-6456.140000000001
1,235780199487714400,Kyle,Palm,5899.75,7455.9800000000005,-1556.2300000000005
1,236654416319765216,Tina,Hinds,650.56,1179.96,-529.4000000000001
1,237196238581190144,Jeffery,Garrett,1157.45,6677.420000000001,-5519.970000000001
1,238581999159103360,Ray,Ibach,10045.44,4172.35,5873.09
1,239469665969636512,Micheal,Robinson,3087.71,0,3087.71
1,239676032510630528,William,Coyne,2141.15,1356.29,784.8600000000001
1,239876858785182144,Christopher,Pastrano,7619.120000000001,5471.069999999999,2148.050000000002
1,240603602219115168,Diane,Men,8398.560000000001,11160.48,-2761.9199999999983
1,243292109497321760,Sharon,Uhlman,10175.16,12475.09,-2299.9300000000003
1,243916705991314816,Lena,Fouche,9373.390000000001,17155.24,-7781.85
1,244060250014613504,James,Kunkel,6543.66,6162.139999999999,381.52000000000044
1,244697178135152928,Alvin,Todd,1702.99,11364.349999999999,-9661.359999999999
1,245815199348350368,Marlene,Steele,4809.25,6772.199999999999,-1962.949999999999
1,246841978311928992,Darryl,Perry,4924.8099999999995,6150.24,-1225.4300000000003
1,247885847482393440,Leonard,Skaggs,3372.62,8733.939999999999,-5361.319999999999
1,248327811561328992,Michael,Hahn,4934.5599999999995,2436.96,2497.5999999999995
1,248396031303998912,Drew,Gottfried,6303.3,6260.13,43.17000000000007
1,248663210639800320,Anna,Young,2464.92,3429.8199999999997,-964.8999999999996
1,249142962395243072,Karen,Gardner,10324.15,5990.68,4333.469999999999
1,249167849932955360,Lisa,Bourne,590.16,0,590.16
1,249367007663334656,Abel,Plumb,7926.75,1969.34,5957.41
1,249631107526042528,Cody,Hart,6693.4400000000005,4241.69,2451.750000000001
1,250147420707407072,Willie,Grimes,9322.95,3873.3500000000004,5449.6
1,250409921846245440,Mary,Kovacs,11956.66,14800.05,-2843.3899999999994
1,250533617137971584,Reinaldo,Allen,11943.1,10295.869999999999,1647.2300000000014
1,250848887559475488,Michelle,Bergesen,2069.5,5296.23,-3226.7299999999996
1,251368642169757248,Patrick,Reed,7118.31,9888.55,-2770.239999999999
1,251951316583949056,Norma,Via,11392.41,7794.73,3597.6800000000003
1,253100068999793408,James,Johnson,0,525.32,-525.32
1,253232673004197696,Franklin,Patel,2537.24,2507.52,29.7199999999998
1,253831054238076448,Stephanie,Elder,7668.259999999999,3505.57,4162.689999999999
1,254766609032333216,Kathryn,Gattshall,5847.200000000001,2068.24,3778.960000000001
1,255561259335500704,Tim,Mcallister,3070.73,850.03,2220.7
1,255630859859190784,Olga,Brewer,7864.88,8141.81,-276.9300000000003
1,258512189693510848,Kathleen,High,3444.7,1089.68,2355.0199999999995
1,259971267981920928,Christina,Hildreth,1229.53,4465.7,-3236.17
1,260014363791589472,Laura,Haskell,2731.21,7834.32,-5103.11
1,260493120498335200,John,Webb,3964.79,6065.94,-2101.1499999999996
1,260533175948060800,Erich,Salter,3571.44,2274.05,1297.3899999999999
1,261112743379786240,Walter,Murphy,6414.67,2630.17,3784.5
1,262127746068375136,Richard,Fuchs,1187.97,0,1187.97
1,263281430888253344,Lucas,Kelly,2522.69,1906.7600000000002,615.9299999999998
1,263980632670539936,Emma,Hicks,957.43,1855.8100000000002,-898.3800000000002
1,264814266715469408,Curtis,Pascanik,4330.610000000001,6341.4400000000005,-2010.83
1,265402747392642912,Tommie,Cline,5583.39,0,5583.39
1,265759903107726560,Linda,King,6460.049999999999,11030.109999999999,-4570.0599999999995
1,268078734906564288,Larry,Frances,12200.619999999999,8413.04,3787.579999999998
1,268689850676819168,Kathleen,Soriano,14278.380000000001,13461.680000000002,816.6999999999989
1,269959487713365024,Betty,Lee,5800.139999999999,5493.93,306.2099999999991
1,270419781086615904,Eleanor,Monk,2111.17,3845,-1733.83
1,271133687597852576,Paul,Blakely,3517.6099999999997,3427.9,89.70999999999958
1,271587636234923776,Bethany,Daquilante,9801.29,1818.87,7982.420000000001
1,274159533753959456,Larry,Palmer,5090.900000000001,13449.039999999999,-8358.14
1,278031499577438944,Glenn,Lopez,3566.9399999999996,4821.8,-1254.8600000000006
1,278198516410876704,Sandra,Haile,7417.9800000000005,1094.33,6323.650000000001
1,278607177977069920,Bernadette,Waltz,3691.3599999999997,2482.5200000000004,1208.8399999999992
1,279677376485914944,Terrell,Bodo,11859.099999999999,6882.49,4976.609999999999
1,281364064483211712,John,Jenkins,3432.9700000000003,1554.8400000000001,1878.13
1,281671343425601088,Joanne,Jackson,1976.6399999999999,5506.69,-3530.0499999999997
1,281910663808158208,James,Goldbeck,5839.17,2715.88,3123.29
1,283109198381024640,Liz,Nelson,8728,4693.65,4034.3500000000004
1,285059596132055968,Thelma,Smith,5850.78,5353.62,497.15999999999985
1,287134412082448224,Wm,Shockley,1908.97,1218.74,690.23
1,287556933927987200,Alma,Anderson,2410.51,3673.8100000000004,-1263.3000000000002
1,287920266950205856,Joe,Weeks,2324.02,1300.43,1023.5899999999999
1,289829836451835072,Jack,Sumpter,1534.79,0,1534.79
1,291718423524721472,John,Massie,6871.96,11505.93,-4633.97
1,291896083600816256,Jeffrey,Young,13684.7,6896.37,6788.330000000001
1,292222487556303744,George,Cartwright,1664.74,5098.11,-3433.37
1,292729274843612416,Michele,Hartline,12058.000000000002,5529.55,6528.450000000002
1,294337285184020288,Amada,Smith,1473.22,5844.049999999999,-4370.829999999999
1,297262059577417216,Felicia,Warriner,6102.589999999999,9523.09,-3420.500000000001
1,297424903150279360,Charles,Michel,1450.3600000000001,4667.2699999999995,-3216.9099999999994
1,297874257595232640,David,Gilreath,8009.580000000001,1488.55,6521.030000000001
1,298212894566286784,Richard,Rosario,1171.91,10464.44,-9292.53
1,298494922544009792,Karl,Eubank,4950.74,1728.69,3222.0499999999997
1,298727577204116352,Kathryn,Cook,0,860.94,-860.94
1,299854705987409024,Leroy,Loreto,3494.3999999999996,6032.23,-2537.83
1,300374166926324544,Eric,Ashford,2570.4900000000002,6957.34,-4386.85
1,300497249608069632,Ina,Lamantia,1174.8,1127.92,46.87999999999988
1,301042584398953728,Isaac,Finley,692.0699999999999,6371.21,-5679.14
1,303125946403934464,Bruce,Strong,1146.6299999999999,5027.23,-3880.5999999999995
1,306020002108481664,David,Carlton,1992.53,2388.5600000000004,-396.0300000000004
1,307191664998631744,Kevin,Cross,1774.27,5958.43,-4184.16
1,307864403510783936,Bertha,Gros,3970.17,10250.990000000002,-6280.8200000000015
1,310472853352881152,Wm,Bowman,704.08,0,704.08
1,312439505021153600,William,Shappell,4186.97,0,4186.97
1,313759913818537536,Kendall,Emanuel,0,813.3,-813.3
1,314653286391546496,Rebecca,Itson,13233.41,10794.02,2439.3899999999994
1,314829652132312576,Sue,Turner,1286.06,1317.14,-31.080000000000155
1,316140314134742208,Angela,Mendoza,587.53,3620.35,-3032.8199999999997
1,316752989108960896,Tanya,Hyland,0,533.67,-533.67
1,317003362548324672,Maria,Bybee,2977.9399999999996,1951.7400000000002,1026.1999999999994
1,317820379989841152,Judy,Nero,2905.51,565.59,2339.92
1,318049161817580032,Malcolm,Hall,3945.59,4458.969999999999,-513.3799999999992
1,319437324137421952,James,Schroot,1638.35,2759.7200000000003,-1121.3700000000003
1,319455698767000448,Joyce,Reynolds,3155.95,3464.87,-308.9200000000001
1,321799709234841664,Scott,Thomas,14164.68,10333.69,3830.99
1,321925544200362752,Joseph,Nanasy,4330.29,6569.099999999999,-2238.8099999999995
1,325513791995930688,Marcelo,Hackathorn,2433.52,2610.36,-176.84000000000015
1,325542161730332288,Billy,Dellinger,7507.7300000000005,4224.18,3283.55
1,326712824362004608,James,Houghton,18607.149999999998,6615.09,11992.059999999998
1,326929095891940224,Randy,Armagost,0,1779.26,-1779.26
1,327068150954963136,Derrick,Walton,3928.96,4935.47,-1006.5100000000002
1,327954106618948416,Mary,Correra,2279.2200000000003,1590.22,689.0000000000002
1,330299636634130752,Melissa,Santiago,5053.429999999999,3194.82,1858.6099999999992
1,331713646353386624,William,Howell,15893.320000000002,4770.27,11123.050000000001
1,331804646914241024,Leslie,Brown,8084.39,6335.48,1748.9100000000008
1,332387175923719296,Michael,Becerra,7529.1,5811.79,1717.3100000000004
1,333218615587829632,Herschel,Means,12149.49,11415,734.4899999999998
1,337015811637560192,Robbin,Gaston,0,363.86,-363.86
1,338201917864326976,Ilene,Mccoin,3037.45,8895.460000000001,-5858.010000000001
1,338281002479207360,Patricia,Conway,3329.4,297.41,3031.9900000000002
